timestamp,location-long,location-lat,individual-local-identifier
2001-06-06 07:28:00,-52.1722125,-22.61394004,AF_15_GEORGETE
2001-06-06 09:51:00,-52.1724678,-22.61536531,AF_15_GEORGETE
2001-06-06 12:30:00,-52.17354644,-22.61636004,AF_15_GEORGETE
2001-06-07 21:34:00,-52.17111337,-22.61741656,AF_15_GEORGETE
2001-06-08 00:30:00,-52.17262437,-22.61776682,AF_15_GEORGETE
2001-06-08 01:40:00,-52.17101255,-22.61814893,AF_15_GEORGETE
2001-06-08 02:14:00,-52.17055623,-22.61826065,AF_15_GEORGETE
2001-06-08 02:46:00,-52.171331,-22.6178395,AF_15_GEORGETE
2001-06-08 03:14:00,-52.17190859,-22.61711268,AF_15_GEORGETE
2001-06-08 03:52:00,-52.1709607,-22.61776994,AF_15_GEORGETE
2001-07-31 01:11:00,-52.173136,-22.61614626,AF_15_GEORGETE
2001-07-31 03:30:00,-52.17378628,-22.61596085,AF_15_GEORGETE
2001-07-31 13:37:00,-52.17558864,-22.61510763,AF_15_GEORGETE
2001-07-31 14:07:00,-52.17555861,-22.6150085,AF_15_GEORGETE
2001-07-31 14:38:00,-52.17537254,-22.61486534,AF_15_GEORGETE
2001-07-31 16:33:00,-52.1762439,-22.6155093,AF_15_GEORGETE
2001-07-31 17:36:00,-52.17577448,-22.61522369,AF_15_GEORGETE
2001-08-07 18:35:00,-52.18081246,-22.61160982,AF_15_GEORGETE
2001-08-07 19:15:00,-52.1740939,-22.61437791,AF_15_GEORGETE
2001-08-07 20:34:00,-52.1735043,-22.61253958,AF_15_GEORGETE
2001-08-07 21:13:00,-52.18159312,-22.60960789,AF_15_GEORGETE
2001-08-08 08:56:00,-52.18327537,-22.6106523,AF_15_GEORGETE
2001-08-08 09:43:00,-52.18240726,-22.60924962,AF_15_GEORGETE
2001-08-08 11:43:00,-52.18248555,-22.61044134,AF_15_GEORGETE
2001-08-08 12:15:00,-52.18236286,-22.61088484,AF_15_GEORGETE
2001-09-04 18:29:00,-52.17234563,-22.61357776,AF_15_GEORGETE
